Date,Open,High,Low,Close,Adj Close
7/6/2017,116.400002,119.199997,115.599998,118.800003,118.800003
7/7/2017,124.800003,125,113.599998,115.300003,115.300003
7/10/2017,123.400002,125.5,121.5,122.400002,122.400002
7/11/2017,130.199997,138.899994,130.199997,136.199997,136.199997
7/12/2017,130.899994,133.899994,127.699997,131.399994,131.399994
7/13/2017,125.699997,134,125.400002,127.699997,127.699997
7/14/2017,126,131,125.599998,129.300003,129.300003
7/17/2017,133.5,137.5,131.600006,134.600006,134.600006
7/18/2017,142.199997,143.300003,138.899994,141.5,141.5
7/19/2017,142.399994,144.199997,139.600006,140.800003,140.800003
7/20/2017,142.899994,146,134,136.199997,136.199997
7/21/2017,135.199997,135.800003,123.199997,126,126
7/24/2017,123.199997,125.099998,115.300003,117.900002,117.900002
7/25/2017,122.099998,123.699997,120.800003,123.199997,123.199997
7/26/2017,121.599998,122.300003,117.5,122.199997,122.199997
7/27/2017,122.099998,130.600006,121.300003,126.800003,126.800003
7/28/2017,128.5,129.699997,123.699997,125,125
7/31/2017,113.800003,114.300003,104.699997,108.699997,108.699997
8/1/2017,104,109.5,102.199997,108.599998,108.599998
8/2/2017,107.800003,110.699997,107.099998,108,108
8/3/2017,109.699997,111.599998,105.5,105.699997,105.699997
8/4/2017,105.199997,106,102.800003,104.699997,104.699997
8/7/2017,104.800003,107.5,104.300003,106.699997,106.699997
8/8/2017,105.599998,109.300003,104.400002,107.800003,107.800003
8/9/2017,113.900002,117.300003,113,115.099998,115.099998
8/10/2017,117.599998,128.699997,116,126.599998,126.599998
8/11/2017,126.599998,128,125.599998,126.5,126.5
8/14/2017,126.800003,127,119.5,124.199997,124.199997
8/15/2017,122,123.800003,120.099998,120.800003,120.800003
8/16/2017,116.5,120.800003,115.199997,116.900002,116.900002
8/17/2017,115,121.900002,112,119.5,119.5
8/18/2017,118.099998,119.300003,115.800003,117.300003,117.300003
8/21/2017,115.800003,126.599998,114.400002,124.300003,124.300003
8/22/2017,126.800003,127,119.400002,121.400002,121.400002
8/23/2017,118.800003,121.400002,117.099998,120.400002,120.400002
8/24/2017,122.800003,126.599998,121,123,123
8/25/2017,118.599998,119.099998,114.699997,116.699997,116.699997
8/28/2017,112.5,124.5,112,120.199997,120.199997
8/29/2017,122.300003,123.099998,118,121.400002,121.400002
8/30/2017,117.5,119,116.199997,117.900002,117.900002
8/31/2017,114.800003,129.800003,114.5,127.099998,127.099998
9/1/2017,125.900002,135.300003,125.099998,131.800003,131.800003
9/5/2017,121,123.199997,120.199997,121.300003,121.300003
9/6/2017,125.699997,126.400002,121.5,124.599998,124.599998
9/7/2017,125.699997,125.699997,120,121.699997,121.699997
9/8/2017,115.300003,116.099998,110,111.800003,111.800003
9/11/2017,115.5,117.300003,113.900002,116.599998,116.599998
9/12/2017,124.900002,127.800003,122.099998,122.699997,122.699997
9/13/2017,129.399994,131.699997,127.900002,128.5,128.5
9/14/2017,127,134.600006,126.300003,130.5,130.5
9/15/2017,126,127.800003,123.300003,126.400002,126.400002
9/18/2017,136.100006,140,135.100006,139.100006,139.100006
9/19/2017,139.199997,139.899994,135.100006,135.600006,135.600006
9/20/2017,137,138.5,131.199997,132,132
9/21/2017,125.699997,125.900002,114.800003,116.599998,116.599998
9/22/2017,116.5,118.400002,115.900002,116.199997,116.199997
9/25/2017,114.699997,116.599998,111.800003,113.5,113.5
9/26/2017,115.400002,115.699997,111.300003,113.599998,113.599998
9/27/2017,121.599998,122.5,119.699997,121.199997,121.199997
9/28/2017,117.800003,123.5,114,116.900002,116.900002
9/29/2017,114.199997,117.199997,113.699997,115.900002,115.900002
10/2/2017,106.599998,106.800003,101.5,105.5,105.5
10/3/2017,102.800003,105.099998,101.800003,102.800003,102.800003
10/4/2017,107.800003,109.199997,105.5,106.5,106.5
10/5/2017,108.5,112.099998,102,102.400002,102.400002
10/6/2017,102.400002,103.099998,97.699997,99.300003,99.300003
10/9/2017,99.099998,99.199997,94.900002,95.800003,95.800003
10/10/2017,99,101.099998,98.599998,100.300003,100.300003
10/11/2017,106.699997,106.800003,100,101.800003,101.800003
10/12/2017,104.699997,110.599998,104,108.300003,108.300003
10/13/2017,111.800003,112.599998,108.599998,109.900002,109.900002
10/16/2017,102.400002,107.099998,101.800003,106.099998,106.099998
10/17/2017,109.599998,112.199997,104,104,104
10/18/2017,102.300003,103,100,102.300003,102.300003
10/19/2017,100.5,104.900002,95.400002,103.300003,103.300003
10/20/2017,102.699997,106.5,101.300003,103.599998,103.599998
10/23/2017,109.800003,111.099998,106.900002,107.400002,107.400002
10/24/2017,107.800003,108.800003,105.5,108.800003,108.800003
10/25/2017,103.300003,106.199997,101.5,103.199997,103.199997
10/26/2017,99,101.5,98.300003,99.199997,99.199997
10/27/2017,91.800003,92.400002,88.800003,91.099998,91.099998
10/30/2017,91.800003,94.099998,90.199997,92.300003,92.300003
10/31/2017,88.199997,88.5,83.099998,85.300003,85.300003
11/1/2017,80.800003,85.099998,80.800003,85,85
11/2/2017,85.900002,89.400002,85,87.800003,87.800003
11/3/2017,91.5,92.900002,90.199997,91.800003,91.800003
11/6/2017,100.099998,106.400002,99.199997,103.400002,103.400002
11/7/2017,104,109.900002,102,107.800003,107.800003
11/8/2017,110,111.099998,107.5,108,108
11/9/2017,113.199997,113.800003,108.699997,113.599998,113.599998
11/10/2017,112.5,114.300003,110.099998,113.800003,113.800003
11/13/2017,109.199997,114.900002,105.300003,106.800003,106.800003
11/14/2017,100.099998,103.800003,99.199997,100.900002,100.900002
11/15/2017,104.300003,107,98.199997,100.900002,100.900002
11/16/2017,103,103,97.800003,99.900002,99.900002
11/17/2017,101.5,104.400002,99.800003,103.599998,103.599998
11/20/2017,96.599998,99.199997,95.900002,96.599998,96.599998
11/21/2017,96.599998,98.599998,93.900002,94.400002,94.400002
11/22/2017,90.300003,92.300003,89,89.800003,89.800003
11/24/2017,84.300003,84.5,76,78,78
11/27/2017,83,86.5,82.5,85.900002,85.900002
11/28/2017,91.199997,96.400002,91,94.300003,94.300003
11/29/2017,101.300003,101.400002,96.699997,98.400002,98.400002
11/30/2017,90.099998,90.800003,83.199997,86,86
12/1/2017,89.400002,91.5,87,87.699997,87.699997
12/4/2017,85.800003,85.800003,78.599998,80.599998,80.599998
12/5/2017,74.5,76.800003,72.400002,75.400002,75.400002
12/6/2017,77.400002,77.400002,73.5,75,75
12/7/2017,68.5,68.800003,62.599998,63.900002,63.900002
12/8/2017,65.400002,65.800003,63.200001,64.5,64.5
12/11/2017,67.699997,68.699997,65.5,65.900002,65.900002
12/12/2017,67.800003,68.199997,56.799999,58,58
12/13/2017,58.599998,61.5,55.599998,58.400002,58.400002
12/14/2017,57.799999,59,54.700001,58,58
12/15/2017,57.299999,58,51.299999,53.799999,53.799999
12/18/2017,60.200001,62.5,59.400002,60,60
12/19/2017,60,61.700001,56.400002,57.700001,57.700001
12/20/2017,53.639999,56.080002,51.5,53.419998,53.419998
12/21/2017,51.919998,54.34,49.720001,50.919998,50.919998
12/22/2017,52.66,54.580002,52.360001,54.290001,54.290001
12/26/2017,54.639999,56.66,52.68,53.189999,53.189999
12/27/2017,59.049999,59.650002,57.02,58.82,58.82
12/28/2017,67.559998,72.150002,66.959999,70.690002,70.690002
12/29/2017,75.099998,76.93,70.629997,72.75,72.75
1/2/2018,81,81.440002,74.610001,79.330002,79.330002
1/3/2018,76.940002,77.949997,73,75.949997,75.949997
1/4/2018,76.459999,79.059998,64.080002,66.629997,66.629997
1/5/2018,60.349998,62.200001,59.310001,61.139999,61.139999
1/8/2018,63.279999,64.669998,60.400002,62.810001,62.810001
1/9/2018,64.800003,72.489998,63,71.239998,71.239998
1/10/2018,71.919998,73,65.419998,67.980003,67.980003
1/11/2018,74.559998,77.769997,71.099998,76.68,76.68
1/12/2018,77.269997,84.010002,76.879997,82.040001,82.040001
1/16/2018,77.68,82.050003,74.68,79.620003,79.620003
1/17/2018,84.18,87.150002,82.18,86,86
1/18/2018,84.190002,84.459999,75.900002,83.080002,83.080002
1/19/2018,81.230003,83.699997,77.849998,79.220001,79.220001
1/22/2018,77.120003,79.379997,76.559998,79.199997,79.199997
1/23/2018,86.260002,94.519997,84.709999,89.75,89.75
1/24/2018,90.870003,94.809998,85.5,87.529999,87.529999
1/25/2018,93.360001,98.220001,90.089996,92.400002,92.400002
1/26/2018,98.190002,100.75,97.400002,98.309998,98.309998
1/29/2018,90.760002,99.82,90.300003,99.019997,99.019997
1/30/2018,101.519997,105.660004,97.650002,98.599998,98.599998
1/31/2018,87.389999,88.18,78.739998,79.620003,79.620003
2/1/2018,74.769997,76.089996,69,72.349998,72.349998
2/2/2018,70.260002,72.010002,69.309998,71.07,71.07
2/5/2018,66.150002,66.660004,61.700001,62.900002,62.900002
2/6/2018,59.889999,63.869999,59.799999,63.150002,63.150002
2/7/2018,59.810001,61.580002,58.450001,59.099998,59.099998
2/8/2018,61.02,62.700001,58.279999,58.880001,58.880001
2/9/2018,55.25,55.5,51.740002,53.75,53.75
2/12/2018,51.110001,52.349998,50.810001,51.66,51.66
2/13/2018,53.959999,55.34,53.110001,53.970001,53.970001
2/14/2018,51.959999,54.860001,51.700001,54.5,54.5
2/15/2018,52.330002,54.77,51.669998,53.5,53.5
2/16/2018,51.959999,52.810001,51.549999,52.200001,52.200001
2/20/2018,55.5,56.220001,54.619999,55.700001,55.700001
2/21/2018,57.049999,58.099998,55.709999,56.599998,56.599998
2/22/2018,56.41,57.400002,55.029999,55.41,55.41
2/23/2018,54.73,56.299999,53.439999,56.029999,56.029999
2/26/2018,57.810001,57.970001,54.450001,57.200001,57.200001
2/27/2018,55.200001,58.099998,55.16,57.330002,57.330002
2/28/2018,57.77,58.5,55.700001,56.200001,56.200001
3/1/2018,57.380001,59.84,56.119999,57.580002,57.580002
3/2/2018,58.220001,59.009998,57.580002,58.650002,58.650002
3/5/2018,58.380001,58.959999,57.110001,58.360001,58.360001
3/6/2018,60.509998,61.599998,59.549999,61.52,61.52
3/7/2018,63.34,63.75,62.5,63.529999,63.529999
3/8/2018,62.889999,63,60.290001,61.18,61.18
3/9/2018,60.049999,60.849998,59.529999,59.700001,59.700001
3/12/2018,62.950001,64.410004,62.380001,63.25,63.25
3/13/2018,63.599998,63.799999,62.52,63.549999,63.549999
3/14/2018,59.549999,60.470001,58.580002,60.400002,60.400002
3/15/2018,60.73,60.849998,55.91,57.110001,57.110001
3/16/2018,56.57,57.91,56.32,57.759998,57.759998
3/19/2018,54.84,55.360001,54.360001,55.099998,55.099998
3/20/2018,55.990002,57.310001,55.049999,56.209999,56.209999
3/21/2018,57.029999,57.580002,53.880001,54.5,54.5
3/22/2018,54.450001,55.93,53.07,53.130001,53.130001
3/23/2018,51.619999,53.27,51.59,51.830002,51.830002
3/26/2018,53.119999,54.669998,52.77,54.349998,54.349998
3/27/2018,55.220001,57.25,54.02,56.689999,56.689999
3/28/2018,56,56.599998,55.310001,56.119999,56.119999
3/29/2018,59.099998,59.889999,57.599998,58.080002,58.080002
4/2/2018,54.369999,54.93,52.75,54.150002,54.150002
4/3/2018,55.130001,56.25,54.880001,55.639999,55.639999
4/4/2018,57.66,58.669998,55.880001,56.380001,56.380001
4/5/2018,55.709999,56.209999,53.25,54.450001,54.450001
4/6/2018,55.950001,56.299999,55.330002,55.619999,55.619999
4/9/2018,55.139999,55.93,52.049999,55.549999,55.549999
4/10/2018,53.32,53.759998,52.439999,53.240002,53.240002
4/11/2018,54.400002,54.790001,53.540001,53.779999,53.779999
4/12/2018,54.52,55.130001,53.200001,54.700001,54.700001
4/13/2018,57.25,58.66,57.009998,57.43,57.43
4/16/2018,58.900002,59.880001,58.23,58.43,58.43
4/17/2018,58.130001,59.029999,57.549999,57.66,57.66
4/18/2018,59.700001,60.650002,57.189999,57.889999,57.889999
4/19/2018,54.709999,57.200001,52.959999,53.73,53.73
4/20/2018,54.48,57.560001,54.32,57.200001,57.200001
4/23/2018,56.639999,58.299999,56.560001,57.630001,57.630001
4/24/2018,58.810001,60.23,58.549999,59.950001,59.950001
4/25/2018,59.169998,60.139999,58.27,60.110001,60.110001
4/26/2018,60,62.049999,59.759998,60.98,60.98
4/27/2018,58.650002,58.799999,57.200001,57.369999,57.369999
4/30/2018,55.650002,57.220001,54.73,57.040001,57.040001
5/1/2018,59.580002,60.16,57.619999,59.139999,59.139999
5/2/2018,57.119999,57.400002,55.75,56.400002,56.400002
5/3/2018,54.549999,55.049999,53.02,55.040001,55.040001
5/4/2018,54.799999,55.060001,53.150002,54.02,54.02
5/7/2018,56.119999,56.720001,54.720001,55.080002,55.080002
5/8/2018,55.32,55.77,53.360001,55.189999,55.189999
5/9/2018,54.98,56.119999,54.57,54.900002,54.900002
5/10/2018,56.599998,59.610001,55.900002,59.040001,59.040001
5/11/2018,58.880001,59.57,58.080002,59.450001,59.450001
5/14/2018,58.900002,61.419998,58.860001,60.740002,60.740002
5/15/2018,62.040001,62.25,60.200001,60.689999,60.689999
5/16/2018,60.139999,60.619999,59.330002,59.610001,59.610001
5/17/2018,58.639999,63.099998,58.259998,62.299999,62.299999
5/18/2018,62.610001,63.900002,61.75,61.82,61.82
5/21/2018,62.009998,62.299999,60.299999,61.259998,61.259998
5/22/2018,63.560001,66.449997,63.080002,65.75,65.75
5/23/2018,67,68.620003,66.760002,67.529999,67.529999
5/24/2018,66.940002,68.75,66.5,68.370003,68.370003
5/25/2018,69.440002,70,66.419998,67.860001,67.860001
5/29/2018,63.740002,64.080002,61.119999,63.610001,63.610001
5/30/2018,62.169998,63.360001,61.84,62.810001,62.810001
5/31/2018,65.470001,69.07,65.470001,67.059998,67.059998
6/1/2018,67.139999,68.5,65.959999,68.150002,68.150002
6/4/2018,66.599998,67.510002,65,65.220001,65.220001
6/5/2018,62.389999,63.75,62.189999,62.75,62.75
6/6/2018,63.41,63.869999,61.77,63.470001,63.470001
6/7/2018,66.769997,67.75,64.910004,65.339996,65.339996
6/8/2018,62.369999,63.630001,61.73,63.09,63.09
6/11/2018,66.620003,66.93,65.099998,65.93,65.93
6/12/2018,65.839996,66.150002,64.160004,65.599998,65.599998
6/13/2018,66.349998,67.790001,66.32,66.360001,66.360001
6/14/2018,66.690002,67.900002,64.830002,67.57,67.57
6/15/2018,69.620003,71.800003,69.540001,71.760002,71.760002
6/18/2018,69.199997,70.18,66.559998,67.5,67.5
6/19/2018,64.75,64.809998,62.77,64.370003,64.370003
6/20/2018,67.239998,67.769997,66.5,67.589996,67.589996
6/21/2018,69.559998,70.349998,66.260002,68.129997,68.129997
6/22/2018,65.809998,66.940002,64.82,66.169998,66.169998
6/25/2018,63.869999,65.139999,63.439999,65.120003,65.120003
6/26/2018,64.169998,66.050003,63.419998,65.82,65.82
6/27/2018,68.669998,69.699997,66.839996,68.709999,68.709999
6/28/2018,70,71.209999,65.120003,66.400002,66.400002
6/29/2018,65.139999,66,63.849998,64.769997,64.769997
7/2/2018,61.02,61.27,60.009998,60.75,60.75
7/3/2018,60.57,63.220001,60.57,62.349998,62.349998
7/5/2018,60.130001,60.25,58.66,58.66,58.66
7/6/2018,58.900002,60.509998,58.360001,60.240002,60.240002
7/9/2018,59.209999,59.540001,57.75,58.560001,58.560001
7/10/2018,58.189999,58.27,55.68,55.709999,55.709999
7/11/2018,57.68,58.5,56.849998,58.009998,58.009998
7/12/2018,57.290001,58.25,56.029999,56.59,56.59
7/13/2018,55.470001,55.48,53.810001,54.549999,54.549999
7/16/2018,54.130001,55,53.220001,54.459999,54.459999
7/17/2018,54.290001,54.41,52.5,52.700001,52.700001
7/18/2018,52.82,53,51.77,52.439999,52.439999
7/19/2018,51.18,54.880001,50.779999,54.450001,54.450001
7/20/2018,55.25,55.290001,53.799999,53.959999,53.959999
7/23/2018,52.25,52.48,51.650002,51.919998,51.919998
7/24/2018,52.580002,53.740002,52.310001,53.740002,53.740002
7/25/2018,55.580002,55.779999,54.919998,55.5,55.5
7/26/2018,55.560001,56.900002,55.18,55.77,55.77
7/27/2018,57.169998,58.009998,56.77,57.169998,57.169998
7/30/2018,56.91,59.139999,56.200001,58.200001,58.200001
7/31/2018,59.98,60.110001,56.619999,57.110001,57.110001
8/1/2018,56.189999,57.18,55.450001,55.799999,55.799999
8/2/2018,55.720001,59.880001,55.610001,59,59
8/3/2018,61,62.080002,60.380001,61.060001,61.060001
8/6/2018,60.990002,62.049999,60.740002,61.799999,61.799999
8/7/2018,63.240002,64.580002,63.200001,64.279999,64.279999
8/8/2018,66.849998,67.989998,66.470001,67.410004,67.410004
8/9/2018,67.800003,68.540001,66.580002,67.760002,67.760002
8/10/2018,66.019997,67.699997,65.800003,67.400002,67.400002
8/13/2018,66.050003,67.650002,66.050003,66.629997,66.629997
8/14/2018,67.980003,69.489998,67.809998,68.290001,68.290001
8/15/2018,67.82,68.370003,67.080002,67.279999,67.279999
8/16/2018,67.720001,67.82,64.110001,65.199997,65.199997
8/17/2018,67.779999,68.800003,67.209999,67.5,67.5
8/20/2018,66.860001,67.400002,66.160004,67.019997,67.019997
8/21/2018,67.830002,69.160004,66.910004,68.830002,68.830002
8/22/2018,67.360001,68.050003,66.879997,67.470001,67.470001
8/23/2018,67.089996,68.720001,65.959999,67.900002,67.900002
8/24/2018,66.279999,66.57,64.720001,64.720001,64.720001
8/27/2018,62.860001,63.43,61.779999,61.93,61.93
8/28/2018,61.310001,61.470001,59.75,60.599998,60.599998
8/29/2018,61.32,62.389999,59.779999,62.189999,62.189999
8/30/2018,62.779999,63.150002,60.360001,62.970001,62.970001
8/31/2018,65.440002,66,64.279999,65.139999,65.139999
9/4/2018,60.32,62.23,58.220001,58.540001,58.540001
9/5/2018,59.209999,59.310001,56.560001,57.119999,57.119999
9/6/2018,56.869999,57.049999,55.330002,56.16,56.16
9/7/2018,55.16,56.259998,54.950001,56.139999,56.139999
9/10/2018,54.700001,58.189999,54.599998,57.700001,57.700001
9/11/2018,57.18,59.439999,56.43,59.07,59.07
9/12/2018,60.799999,61.049999,58.299999,58.73,58.73
9/13/2018,59.639999,60.189999,57.41,57.639999,57.639999
9/14/2018,56.07,56.07,54.669998,54.93,54.93
9/17/2018,55.959999,57.43,55.799999,56.389999,56.389999
9/18/2018,57.790001,63.77,57.48,62.799999,62.799999
9/19/2018,63.130001,64.18,62.169998,62.25,62.25
9/20/2018,64.010002,68.699997,62.299999,66.830002,66.830002
9/21/2018,67.980003,69.199997,67.709999,68.900002,68.900002
9/24/2018,69.849998,73,69.839996,72.900002,72.900002
9/25/2018,72.239998,74.82,72.239998,73.779999,73.779999
9/26/2018,73.300003,74.870003,67.900002,68.800003,68.800003
9/27/2018,70.849998,77.849998,70.599998,73.919998,73.919998
9/28/2018,70.559998,71.080002,68.459999,70.519997,70.519997
10/1/2018,74.43,78.139999,74.419998,77.779999,77.779999
10/2/2018,78.559998,84.220001,77.919998,81.449997,81.449997
10/3/2018,83.879997,89.370003,83.760002,88.489998,88.489998
10/4/2018,88.440002,88.519997,79,83.419998,83.419998
10/5/2018,84.989998,85,77.580002,80.769997,80.769997
10/8/2018,87.699997,91.400002,87.519997,89.650002,89.650002
10/9/2018,90.57,92.389999,87.330002,90.790001,90.790001
10/10/2018,94.5,96.889999,89.379997,90.050003,90.050003
10/11/2018,85.459999,88.870003,82.709999,88.190002,88.190002
10/12/2018,86.040001,86.190002,81.059998,82.07,82.07
10/15/2018,87.739998,90.349998,86.339996,90.139999,90.139999
10/16/2018,88.959999,91.300003,86.949997,89.080002,89.080002
10/17/2018,92.110001,95.449997,89.150002,94.889999,94.889999
10/18/2018,89.959999,90.43,83.830002,86.389999,86.389999
10/19/2018,85.080002,89.510002,85,88.019997,88.019997
10/22/2018,81.900002,84.330002,80.290001,80.760002,80.760002
10/23/2018,84.720001,88.279999,84.029999,86.400002,86.400002
10/24/2018,87.900002,88.279999,81.099998,83.400002,83.400002
10/25/2018,83.440002,86.5,80.120003,82.610001,82.610001
10/26/2018,77.059998,83.699997,75.75,83.199997,83.199997
10/29/2018,75.580002,80.050003,74.93,79.099998,79.099998
10/30/2018,83.300003,83.5,77.400002,80.599998,80.599998
10/31/2018,82.849998,87,80.480003,86.279999,86.279999
11/1/2018,85.559998,86.779999,80.970001,83.480003,83.480003
11/2/2018,78.540001,88.290001,78.449997,86.790001,86.790001
11/5/2018,105.449997,109.099998,102.540001,107.699997,107.699997
11/6/2018,108.010002,109.68,105.239998,105.910004,105.910004
11/7/2018,105.040001,107.699997,101.769997,104.879997,104.879997
11/8/2018,106.239998,108.5,102.82,107.639999,107.639999
11/9/2018,117.610001,131.110001,117.489998,121.919998,121.919998
11/12/2018,128.300003,138.570007,124.239998,138.419998,138.419998
11/13/2018,145.259995,164.660004,145.199997,158.639999,158.639999
11/14/2018,200.100006,260.230011,196.199997,253.100006,253.100006
11/15/2018,175.399994,179.470001,105.099998,110.300003,110.300003
11/16/2018,129.830002,153.5,126.519997,151.169998,151.169998
11/19/2018,167.880005,193.990005,159.050003,170.740005,170.740005
11/20/2018,160.410004,170.119995,132.059998,164.130005,164.130005
11/21/2018,171.059998,187.770004,153.5,157.940002,157.940002
11/23/2018,153.740005,170.199997,153.5,158.619995,158.619995
11/26/2018,124.639999,142,122.589996,136.210007,136.210007
11/27/2018,129.800003,143.089996,124.029999,131.960007,131.960007
11/28/2018,150.600006,179.979996,144.539993,173.520004,173.520004
11/29/2018,162.800003,173.320007,150.020004,164.509995,164.509995
11/30/2018,166.660004,172.419998,152.710007,167.619995,167.619995
12/3/2018,136.880005,144.160004,128.070007,138,138
12/4/2018,154.949997,158.720001,147.850006,152.259995,152.259995
12/6/2018,134.860001,143.100006,130.880005,139.979996,139.979996
12/7/2018,142.610001,159,142.5,154.289993,154.289993
12/10/2018,150.970001,167.820007,145.679993,152.419998,152.419998
12/11/2018,147.440002,148.479996,137.580002,139.199997,139.199997
12/12/2018,124,129.869995,115.050003,116.839996,116.839996
12/13/2018,130.300003,132.339996,114.669998,118,118
12/14/2018,103.519997,104.25,91.860001,91.860001,91.860001
12/17/2018,85.040001,85.400002,70.099998,72.639999,72.639999
12/18/2018,81.029999,89.889999,79.309998,87.080002,87.080002
12/19/2018,73.089996,85.5,70.360001,81.870003,81.870003
12/20/2018,88.629997,90.120003,73.769997,81.25,81.25
12/21/2018,80.040001,89.150002,77.790001,81.580002,81.580002
12/24/2018,71.07,75.349998,69.120003,73.540001,73.540001
12/26/2018,62.990002,69,60.029999,64.510002,64.510002
12/27/2018,65.540001,72.830002,62.599998,68.639999,68.639999
12/28/2018,61.169998,63.889999,56.279999,57.82,57.82
12/31/2018,48.02,48.349998,38.799999,40.310001,40.310001
1/2/2019,38.040001,40.75,37.5,39.169998,39.169998
1/3/2019,38.080002,39.5,36.610001,37.939999,37.939999
1/4/2019,40.5,42.880001,37.799999,41.860001,41.860001
1/7/2019,39.150002,40.669998,37.799999,38.48,38.48
1/8/2019,41.779999,42.709999,39.25,40.080002,40.080002
1/9/2019,39.459999,41.25,38.630001,40.740002,40.740002
1/10/2019,41.990002,43,39.09,40.099998,40.099998
1/11/2019,42.130001,47.169998,41.43,45.990002,45.990002
1/14/2019,54.220001,62,54.18,60.77,60.77
1/15/2019,60.799999,62.23,56.209999,57.400002,57.400002
1/16/2019,64.610001,65.440002,52.150002,54.650002,54.650002
1/17/2019,59.720001,60.049999,53.400002,54.939999,54.939999
1/18/2019,49.970001,58.799999,49.720001,55.560001,55.560001
1/22/2019,47.939999,49.439999,44,44.68,44.68
1/23/2019,46.43,46.990002,40.599998,43.040001,43.040001
1/24/2019,45,47.130001,43.549999,46.09,46.09
1/25/2019,43.73,48.990002,43.709999,48.209999,48.209999
1/28/2019,40.029999,41.23,38.310001,39.48,39.48
1/29/2019,37.5,40.880001,37,39.959999,39.959999
1/30/2019,38.939999,39.75,37.799999,38.57,38.57
1/31/2019,39.07,39.25,36.099998,37.32,37.32
2/1/2019,35.610001,36.23,33.310001,33.580002,33.580002
2/4/2019,31.27,31.950001,30.620001,30.83,30.83
2/5/2019,31.370001,32.360001,30.58,31.629999,31.629999
2/6/2019,31,32.040001,30.4,31.190001,31.190001
2/7/2019,29.66,29.74,26.85,27.48,27.48
2/8/2019,28,28.889999,27.08,28.68,28.68
2/11/2019,31.48,31.66,29.629999,29.959999,29.959999
2/12/2019,29.950001,31.530001,29.719999,30.559999,30.559999
2/13/2019,28.4,29.530001,27.969999,28.620001,28.620001
2/14/2019,28.43,28.99,27.719999,27.85,27.85
2/15/2019,28.65,29.309999,27.870001,29.23,29.23
2/19/2019,29.299999,30.73,29.110001,30.389999,30.389999
2/20/2019,31,31.200001,29.559999,29.940001,29.940001
2/21/2019,30.85,31.690001,30.49,31.57,31.57
2/22/2019,31,32.279999,30.98,31.549999,31.549999
2/25/2019,33.5,34.880001,32.73,34.52,34.52
2/26/2019,35.470001,35.669998,32.75,33.189999,33.189999
2/27/2019,32.880001,34.439999,32.540001,34.360001,34.360001
2/28/2019,35.34,35.689999,33.68,34.32,34.32
3/1/2019,36.5,36.68,35.169998,35.82,35.82
3/4/2019,35.830002,36.549999,35.419998,36.080002,36.080002
3/5/2019,36.450001,37.450001,35.66,37.34,37.34
3/6/2019,36.5,36.700001,34.860001,35.82,35.82
3/7/2019,35.98,36.75,34.91,36.470001,36.470001
3/8/2019,36.77,37.009998,36.220001,36.349998,36.349998
3/11/2019,33.869999,33.990002,32.91,33.25,33.25
3/12/2019,33.169998,33.990002,32.619999,33.849998,33.849998
3/13/2019,34.169998,35.099998,34.169998,34.860001,34.860001
3/14/2019,35.48,35.860001,34.950001,35.52,35.52
3/15/2019,34.740002,34.880001,33.5,33.610001,33.610001
3/18/2019,34.830002,35.77,34.759998,35.349998,35.349998
3/19/2019,35.91,36.209999,35.41,35.779999,35.779999
3/20/2019,34.93,35.02,34.110001,34.91,34.91
3/21/2019,33.799999,34.669998,33.549999,34.459999,34.459999
3/22/2019,32.75,32.849998,32.110001,32.580002,32.580002
3/25/2019,31.77,32.950001,31.77,32.490002,32.490002
3/26/2019,32.169998,32.400002,31.6,31.700001,31.700001
3/27/2019,30.18,31.02,29.68,30.860001,30.860001
3/28/2019,30.610001,31.24,30.25,30.719999,30.719999
3/29/2019,29.450001,29.809999,28.610001,28.98,28.98
